vn10wn3cf0cn0st300500p1:5000,Average,Median,Average runtime,vn10wn3cf0cn0st300500p1_0,vn10wn3cf0cn0st300500p1_1,vn10wn3cf0cn0st300500p1_2,vn10wn3cf0cn0st300500p1_3,vn10wn3cf0cn0st300500p1_4,vn10wn3cf0cn0st300500p1_5,vn10wn3cf0cn0st300500p1_6,vn10wn3cf0cn0st300500p1_7,vn10wn3cf0cn0st300500p1_8,vn10wn3cf0cn0st300500p1_9,vn10wn3cf0cn0st300500p1_10,vn10wn3cf0cn0st300500p1_11,vn10wn3cf0cn0st300500p1_12,vn10wn3cf0cn0st300500p1_13,vn10wn3cf0cn0st300500p1_14,vn10wn3cf0cn0st300500p1_15,vn10wn3cf0cn0st300500p1_16,vn10wn3cf0cn0st300500p1_17,vn10wn3cf0cn0st300500p1_18,vn10wn3cf0cn0st300500p1_19,vn10wn3cf0cn0st300500p1_20,vn10wn3cf0cn0st300500p1_21,vn10wn3cf0cn0st300500p1_22,vn10wn3cf0cn0st300500p1_23,vn10wn3cf0cn0st300500p1_24,vn10wn3cf0cn0st300500p1_25,vn10wn3cf0cn0st300500p1_26,vn10wn3cf0cn0st300500p1_27,vn10wn3cf0cn0st300500p1_28,vn10wn3cf0cn0st300500p1_29
onion_search_heuristic -a:cnum 4,5425.517666666667,5777.61,172,8262.68,5354.77,6597.44,6466.82,5924.719999999999,4622.7,4211.63,3154.74,6143.459999999999,7788.820000000001,7663.889999999999,5306.1,2473.96,3588.6,6371.13,6816.139999999999,4485.650000000001,6437.400000000001,6610.57,6482.61,4262.43,3854.4800000000005,2584.79,5905.98,7955.4000000000015,5649.24,3572.23,3937.14,3540.6100000000006,6739.4


vn10wn3cf0cn0st300500p5:5000,Average,Median,Average runtime,vn10wn3cf0cn0st300500p5_0,vn10wn3cf0cn0st300500p5_1,vn10wn3cf0cn0st300500p5_2,vn10wn3cf0cn0st300500p5_3,vn10wn3cf0cn0st300500p5_4,vn10wn3cf0cn0st300500p5_5,vn10wn3cf0cn0st300500p5_6,vn10wn3cf0cn0st300500p5_7,vn10wn3cf0cn0st300500p5_8,vn10wn3cf0cn0st300500p5_9,vn10wn3cf0cn0st300500p5_10,vn10wn3cf0cn0st300500p5_11,vn10wn3cf0cn0st300500p5_12,vn10wn3cf0cn0st300500p5_13,vn10wn3cf0cn0st300500p5_14,vn10wn3cf0cn0st300500p5_15,vn10wn3cf0cn0st300500p5_16,vn10wn3cf0cn0st300500p5_17,vn10wn3cf0cn0st300500p5_18,vn10wn3cf0cn0st300500p5_19,vn10wn3cf0cn0st300500p5_20,vn10wn3cf0cn0st300500p5_21,vn10wn3cf0cn0st300500p5_22,vn10wn3cf0cn0st300500p5_23,vn10wn3cf0cn0st300500p5_24,vn10wn3cf0cn0st300500p5_25,vn10wn3cf0cn0st300500p5_26,vn10wn3cf0cn0st300500p5_27,vn10wn3cf0cn0st300500p5_28,vn10wn3cf0cn0st300500p5_29
Entropy,,,,0.9397940008672037,0.8795880017344074,0.6989700043360187,0.9397940008672037,0.6160396270529163,0.8795880017344074,0.7966576244513051,0.8795880017344074,0.7966576244513051,0.9397940008672037,0.9397940008672037,0.6762456261857126,0.9397940008672037,0.7364516253185087,0.9397940008672037,0.7364516253185087,0.8795880017344074,0.8795880017344074,0.7137272471682026,0.8795880017344074,0.6535212480354063,0.8795880017344074,0.9397940008672037,0.796657624451305,0.7364516253185088,0.796657624451305,0.8193820026016112,0.7966576244513051,0.7364516253185088,0.7966576244513051
p_sd,,,,0.1758294628325981,0.1678570820668583,0.14211263138792413,0.16036209028320877,0.11874342087037916,0.10992724866929036,0.12330450113438683,0.122,0.09382963284591919,0.13746272221951666,0.12289833196589772,0.1305526713629407,0.1268227108999015,0.137171425595858,0.15698407562552327,0.13084341787036902,0.1446236495183274,0.13053735097664576,0.161752897964766,0.1531012736720371,0.11027239001672177,0.1437915157441495,0.17255723688098393,0.11872657663724666,0.11504781614615724,0.17889661819050687,0.1099090533122727,0.14344336861632886,0.10740577265678042,0.14681961721786363
st_sd,,,,47.70744176750625,48.877397639399746,44.98888751680797,46.4327470649756,45.39823785126467,49.4064773081425,48.38388161361178,46.05431575867782,69.92138442565336,58.0,60.174745533321534,61.83849933496123,60.07495318350236,42.23742416388575,41.52107898405339,44.22668877499196,44.05678154382138,60.332412515993425,47.634021455258214,52.57375771237966,42.01190307520001,60.13318551349163,39.74921382870358,60.199667773169644,72.3118247591637,46.861498055439924,64.35060217278468,59.33801479658719,54.0,60.36555309114628
k_step_v2 -a:k 1,8971.416000000001,9322.305,177,10335.380000000001,9998.8,10829.960000000001,10459.750000000002,9637.88,7841.52,10314.550000000003,9241.8,7116.09,7769.85,10232.699999999999,10029.35,10777.12,7170.570000000001,10377.88,11865.24,8459.33,8934.63,8210.17,8571.390000000001,5420.25,9460.22,10339.529999999999,10269.11,8070.0599999999995,7713.950000000001,8424.63,9402.810000000001,5724.62,6143.34
k_step_v2 -a:k 2,7170.247666666665,7156.59,297,9136.1,9504.980000000001,9910.55,7183.39,8947.89,7879.34,6208.17,7129.79,4968.3099999999995,5875.0199999999995,8034.2,6395.54,7201.6500000000015,4162.96,9554.04,10329.38,6171.01,7564.839999999999,8097.0199999999995,6830.139999999999,4298.52,6249.14,9650.929999999998,8886.699999999999,5886.46,7225.77,5479.63,5568.4400000000005,4431.97,6345.550000000001
k_step_v2 -a:k 3,6035.846333333333,5809.469999999999,1144,7274.81,8096.46,4931.76,7426.26,7524.63,7808.490000000001,4739.58,5675.610000000001,4472.93,5931.6,8266.32,5559.62,5219.53,3862.7799999999997,7848.640000000001,4579.23,3890.67,7301.62,7125.410000000001,6342.119999999999,4072.3199999999997,4781.66,7569.69,7914.950000000001,5730.089999999999,5641.47,5942.59,4381.68,5274.02,5888.849999999999
all_in_cluster -a:maxd 120 -a:minp 2,10149.874,10479.015,138,10075.78,14812.900000000001,10304.69,12265.27,11998.619999999999,10537.12,10567.239999999998,9611.880000000001,6226.16,14409.32,13036.87,13367.800000000001,10420.91,6340.03,11577.780000000002,5962.080000000001,5862.200000000001,9310.39,12106.35,10151.52,5713.7,10805.17,11798.68,9717.65,10856.26,7100.430000000001,8451.17,11776.219999999998,8349.21,10982.82
greedy_priority,13144.472999999998,12809.875,168,14356.65,17699.75,12391.91,13546.119999999999,15270.770000000002,13313.580000000002,15134.5,13041.36,11839.860000000002,14762.960000000001,14034.900000000003,17334.57,14655.23,10472.140000000001,14445.749999999998,10552.5,11092.17,12156.43,12480.579999999998,12198.36,8260.29,12382.46,15695.34,13795.2,10990.54,11858.429999999998,12578.390000000001,14894.060000000001,10883.420000000002,12215.97
gravitational_search,7065.999,7260.949999999999,964,8337.11,7857.38,4358.780000000001,6737.97,7052.990000000001,7730.49,7338.439999999999,6783.64,7436.429999999999,5221.39,9531.970000000001,8135.02,7183.46,5848.28,7669.15,4492.81,8136.16,8922.39,8075.36,8399.2,3340.1600000000003,6994.379999999999,11071.84,7974.930000000001,5333.089999999999,6131.57,6307.24,6233.88,5627.93,7716.530000000001
onion_search_hamilton -a:cnum 2,5040.716000000001,4961.51,146,4644.58,9395.44,2620.7000000000003,4917.14,4553.619999999999,8242.4,2056.9100000000003,6612.849999999999,1955.06,7261.720000000001,6740.54,4703.24,5005.880000000001,2598.61,6556.62,4530.389999999999,3765.84,6888.619999999999,5863.509999999999,4605.580000000001,1051.56,5544.43,7883.799999999999,5521.19,5505.259999999999,2942.92,3236.16,6321.6,3731.17,5964.14
onion_search_hamilton -a:cnum 4,5602.409333333335,5384.275,156,6437.560000000001,6009.719999999999,2671.51,6906.849999999999,8764.68,6998.119999999999,3831.4400000000005,6845.3,3730.6799999999994,8661.859999999999,6734.760000000001,3350.49,5016.8,751.9899999999999,9118.89,4223.58,4722.0,6808.299999999999,7196.14,7071.1,1405.82,4702.06,8571.21,5263.29,5505.259999999999,4741.9400000000005,3420.81,4382.04,4844.110000000001,9383.97
onion_search_heuristic -a:cnum 2,5144.335333333333,5165.265,149,4644.58,9395.44,2930.2400000000002,5324.65,4553.619999999999,8245.77,2056.9100000000003,6612.849999999999,2869.75,7179.260000000001,6729.1900000000005,4703.24,5005.880000000001,2598.61,6556.62,5924.07,3765.84,6810.12,5863.509999999999,4605.580000000001,1051.56,4912.9,7883.799999999999,5364.54,5505.259999999999,2920.9999999999995,3236.16,6286.86,3731.17,7061.079999999999
onion_search_heuristic -a:cnum 4,5433.267000000002,5564.189999999999,181,6437.560000000001,5801.2300000000005,1427.03,6906.849999999999,8764.68,6998.119999999999,3831.4400000000005,6838.08,2515.59,8706.57,6729.1900000000005,3350.49,5005.880000000001,751.9899999999999,9118.89,5099.16,1017.97,6862.75,7196.14,7350.36,1405.82,5623.119999999999,9976.38,5263.29,5505.259999999999,4741.9400000000005,3420.81,4382.04,4844.110000000001,7125.270000000001


vn10wn3cf0cn0st100700p1:5000,Average,Median,Average runtime,vn10wn3cf0cn0st100700p1_0,vn10wn3cf0cn0st100700p1_1,vn10wn3cf0cn0st100700p1_2,vn10wn3cf0cn0st100700p1_3,vn10wn3cf0cn0st100700p1_4,vn10wn3cf0cn0st100700p1_5,vn10wn3cf0cn0st100700p1_6,vn10wn3cf0cn0st100700p1_7,vn10wn3cf0cn0st100700p1_8,vn10wn3cf0cn0st100700p1_9,vn10wn3cf0cn0st100700p1_10,vn10wn3cf0cn0st100700p1_11,vn10wn3cf0cn0st100700p1_12,vn10wn3cf0cn0st100700p1_13,vn10wn3cf0cn0st100700p1_14,vn10wn3cf0cn0st100700p1_15,vn10wn3cf0cn0st100700p1_16,vn10wn3cf0cn0st100700p1_17,vn10wn3cf0cn0st100700p1_18,vn10wn3cf0cn0st100700p1_19,vn10wn3cf0cn0st100700p1_20,vn10wn3cf0cn0st100700p1_21,vn10wn3cf0cn0st100700p1_22,vn10wn3cf0cn0st100700p1_23,vn10wn3cf0cn0st100700p1_24,vn10wn3cf0cn0st100700p1_25,vn10wn3cf0cn0st100700p1_26,vn10wn3cf0cn0st100700p1_27,vn10wn3cf0cn0st100700p1_28,vn10wn3cf0cn0st100700p1_29
Entropy,,,,0.6989700043360187,0.796657624451305,0.8795880017344074,0.7966576244513051,0.8193820026016112,0.6160396270529164,0.8193820026016112,0.8193820026016112,0.7966576244513051,0.7364516253185087,0.7364516253185088,0.7966576244513051,0.796657624451305,0.9397940008672037,0.7966576244513051,0.6989700043360187,0.8795880017344074,0.8795880017344074,0.8795880017344074,0.6989700043360187,0.8193820026016112,0.7364516253185087,0.8193820026016112,0.8795880017344074,0.8795880017344074,0.8795880017344074,0.8568636235841012,0.8193820026016112,0.8795880017344074,0.5903089986991943
p_sd,,,,0.02749545416973504,0.028635642126552705,0.028354893757515657,0.025298221281347046,0.026832815729997492,0.024979991993593603,0.030265491900843124,0.024413111231467402,0.028284271247461912,0.02835489375751566,0.028354893757515653,0.024000000000000004,0.02529822128134704,0.026532998322843206,0.02993325909419154,0.03346640106136303,0.026832815729997482,0.02973213749463701,0.024000000000000004,0.03155946767611901,0.031559467676119016,0.026907248094147445,0.028354893757515657,0.013416407864998753,0.020880613017821098,0.029933259094191537,0.0200997512422418,0.024979991993593593,0.0351567916624939,0.018439088914585792
st_sd,,,,127.10625476348518,182.8906777285272,179.15356541246953,130.82813153141032,138.26062346163494,211.0071088849852,157.30225681788548,174.0,186.07525359380813,181.99175805513832,186.45106596638163,148.2194319244275,167.37980762326143,177.2004514666935,187.05346829182292,189.53627621117812,171.60710940983768,174.59667808981933,163.77118183612157,141.08508071373103,135.66134305689297,166.20770138594662,201.35540717845151,152.13480864023197,124.73972903610141,153.6522046701576,128.0,151.19854496654392,149.45233353815524,92.32551110067033
k_step_v2 -a:k 1,9297.818999999998,9156.23,171,8892.630000000001,8787.22,8334.65,10532.48,8981.57,8097.85,11308.189999999999,5498.37,6467.25,12276.619999999999,10429.79,9987.08,8715.539999999999,11290.87,9330.890000000001,11356.42,8650.570000000002,6438.89,11410.23,9436.74,11748.949999999999,14154.009999999998,8878.35,10035.859999999999,6615.529999999999,11308.960000000001,5463.24,7030.13,5053.08,12422.609999999999
k_step_v2 -a:k 2,8512.228,8200.85,292,8035.38,8097.36,7449.81,10141.300000000001,9016.92,7707.9400000000005,10614.689999999999,4949.7,6070.11,9669.49,8205.050000000001,7932.07,8196.65,10144.87,8503.029999999999,8872.2,8687.48,6275.69,10968.900000000001,6403.65,10863.39,12845.95,7264.43,8645.039999999999,7763.33,10264.73,5897.44,7454.760000000001,4412.8,14012.680000000002
k_step_v2 -a:k 3,7966.515333333332,7800.225,1082,7035.130000000001,9271.53,6913.36,9814.910000000002,7768.56,7370.79,10182.31,4026.94,5469.580000000001,10461.03,8454.470000000001,8080.119999999999,7532.18,10233.95,8487.54,7784.84,7815.6100000000015,6058.459999999999,10837.18,6186.8,9474.349999999999,11802.080000000002,8059.66,7403.4800000000005,6513.82,9099.5,4374.27,6783.719999999999,2838.3599999999997,12860.929999999998
all_in_cluster -a:maxd 120 -a:minp 2,9971.373000000001,10446.314999999999,134,8251.16,9515.73,8841.78,13396.699999999999,12233.07,8483.7,13297.59,4420.45,8410.070000000002,10656.4,7869.240000000001,12161.300000000001,10349.89,11799.85,10542.74,9982.4,12597.36,7429.910000000001,13062.939999999999,10757.55,11798.699999999999,14256.2,7708.09,10640.07,8388.57,11108.689999999999,6672.84,6566.19,4440.46,13501.550000000001
greedy_priority,14046.663,14232.69,140,11883.880000000001,13367.870000000003,14318.880000000001,14994.57,15029.82,12027.420000000002,15702.560000000001,11169.470000000001,13044.050000000001,17875.590000000004,14071.24,15066.470000000003,13517.380000000001,14146.5,14793.25,15979.630000000001,14519.12,9832.65,15047.369999999999,14123.400000000001,16192.679999999998,17427.29,11386.430000000002,15047.289999999999,12814.660000000002,15209.77,11443.990000000002,12233.5,10507.37,18625.79
gravitational_search,9189.410333333333,9074.05,602,8609.83,9908.869999999999,9474.42,10367.33,10978.250000000002,8644.749999999998,11580.22,5501.07,6785.360000000001,10292.070000000002,8451.29,9008.77,7296.0599999999995,10257.22,11126.23,9011.15,9634.36,7442.65,11366.470000000001,6578.92,9422.64,14566.41,7873.459999999998,9136.95,7822.91,11664.05,4656.97,7846.290000000001,5498.1,14879.240000000002
onion_search_hamilton -a:cnum 2,7252.314333333331,7114.620000000001,145,8411.3,9661.199999999999,5111.68,9789.82,6584.27,5945.22,9042.42,2682.0,6490.74,9040.55,6662.93,9244.22,7726.969999999999,9653.57,8122.41,7108.300000000001,6034.86,5051.1,9917.43,4078.4400000000005,9270.73,10747.33,5062.18,7120.9400000000005,4345.7699999999995,8283.9,4026.0199999999995,5756.989999999999,1990.9,14605.24
